Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
Christian Blind Mission (UK) Ltd.,GB-CHC-1058162,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/cbm
University of Nottingham,GB-COH-RC000664,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uni_of_nottingham
Women's Fund Asia,LK-DRC-GA139,Regional NGO,Sri Lanka,2,https://iatiregistry.org/publisher/wf-asia
Seefar,HK-CR-2091642,Private Sector,Hong Kong,2,https://iatiregistry.org/publisher/seefar
Child.org,GB-CHC-1118528,International NGO,(No country assigned),2,https://iatiregistry.org/publisher/child-dot_org
Democratic Governance Facility,XI-IATI-DGF,Other Public Sector,Uganda,2,https://iatiregistry.org/publisher/dgf
Aapasi Sahayog Kendra Syangja Nepal (ASK Nepal),NP-SWC-8220,National NGO,Nepal,2,https://iatiregistry.org/publisher/ask
Timidria,NE-DGI-5355,National NGO,Niger,1,https://iatiregistry.org/publisher/timidria
Center for Church-Based Development,DK-CVR-12006004,International NGO,Denmark,3,https://iatiregistry.org/publisher/cku
Kwame Nkrumah University of Science and Technology,XI-GRID-grid.9829.a,"Academic, Training and Research",Ghana,2,https://iatiregistry.org/publisher/knust
Save the Children DK,DK-CVR-63407216,International NGO,Denmark,13,https://iatiregistry.org/publisher/redbarnet
Global Canopy,GB-CHC-1089110,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/globalcanopy
Water Finance Facility,NL-KVK-60633468,Private Sector,Netherlands,3,https://iatiregistry.org/publisher/wff
Pegasys Limited,GB-COH-10333897,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/pegasys-eu
International Committee of the Red Cross (ICRC),XM-DAC-21016,Multilateral,Switzerland,9,https://iatiregistry.org/publisher/icrc
World Wide Fund for Nature Denmark,DK-CVR-40781218,Foundation,Denmark,2,https://iatiregistry.org/publisher/wwfdk
Welthungerhilfe,DE-CR-RA000220-VR3810,International NGO,Germany,2,https://iatiregistry.org/publisher/whh
Direcção Provincial de Saúde de Nampula,MZ-NUIT-500004037,Government,Mozambique,1,https://iatiregistry.org/publisher/dps-nampula
International Centre of Insect Physiology and Ecology (icipe),KE-KRA-P051097200R,"Academic, Training and Research",Kenya,1,https://iatiregistry.org/publisher/icipe
CARE Danmark Fonden for Frivillig Ulandsbistand,DK-CVR-12921047,National NGO,Denmark,1,https://iatiregistry.org/publisher/12921047
Universiteit Leiden,NL-KVK-27368929,"Academic, Training and Research",Netherlands,3,https://iatiregistry.org/publisher/universiteit_leiden
Stichting Beheer Subsidiegelden DRA,NL-KVK-72849770,International NGO,Netherlands,2,https://iatiregistry.org/publisher/stichting-subsidiegelden-dra
Farm Concern International,KE-RCO-C110031,Regional NGO,Kenya,2,https://iatiregistry.org/publisher/fci
Dawuro Development Association,ET-CSA-0976,"Academic, Training and Research",Ethiopia,1,https://iatiregistry.org/publisher/dawuro_da
Danish Trade Union Development Agency (Ulandssekretariatet),DK-CVR-20453672,International NGO,Denmark,2,https://iatiregistry.org/publisher/loftf
ActionAid Denmark (Mellemfolkeligt Samvirke),DK-CVR-18243717,International NGO,Denmark,13,https://iatiregistry.org/publisher/aadk
Educate!,US-EIN-84-1648607,International NGO,United States,1,https://iatiregistry.org/publisher/educate
Responsible Mining Foundation,CH-FDJP-CHE232974628,Foundation,Switzerland,1,https://iatiregistry.org/publisher/rmf
Mission Øst,DK-CVR-14723692,International NGO,Denmark,1,https://iatiregistry.org/publisher/missioneast
King's College London,GB-COH-RC000297,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/kingscollegelondon
Confederation of Danish Industry,DK-CVR-16077593,Private Sector,Denmark,2,https://iatiregistry.org/publisher/di
University Twente,NL-KVK-50130536,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/utwente
DUF - The Danish Youth Council,DK-CVR-13078513,National NGO,Denmark,2,https://iatiregistry.org/publisher/duf
50 Eight Limited,GB-COH-07291220,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/fifty_eight
Danish Family Planning Association,DK-CVR-58185728,National NGO,Denmark,2,https://iatiregistry.org/publisher/dfpa
ActionAid Rwanda,RW-RGB-61-RGB-NGO-2017,National NGO,Rwanda,2,https://iatiregistry.org/publisher/aar
Global Focus,DK-CVR-35429867,National NGO,Denmark,1,https://iatiregistry.org/publisher/globaltfokus
Geneva International Centre for Humanitarian Demining,CH-FDJP-CHE109506789,Foundation,Switzerland,2,https://iatiregistry.org/publisher/gichd
Disabled People's Organisations Denmark,DK-CVR-14766383,National NGO,Denmark,3,https://iatiregistry.org/publisher/dpod
The University of Oxford,GB-UKPRN-10007774,"Academic, Training and Research",United Kingdom,4,https://iatiregistry.org/publisher/oxford
Compassion UK,GB-CHC-1077216,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/comp_uk
INTRAC,GB-CHC-1016676,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/intrac
Special Hope Network,US-EIN-26-3933134,International NGO,United States,1,https://iatiregistry.org/publisher/shn
PositiveNegatives,GB-COH-08212556,Other Public Sector,United Kingdom,2,https://iatiregistry.org/publisher/posneg
Data4Development,NL-KVK-64763064,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/d4d
Hope for Children,GB-CHC-1161729,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/hfc
WWF Sweden,SE-ON-802005-9823,International NGO,Sweden,1,https://iatiregistry.org/publisher/wwf-se
Mercy Corps Global,US-EIN-91-1148123,International NGO,United States,1,https://iatiregistry.org/publisher/mcg
African Revival,GB-CHC-1108718,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/africanrevival
Koninklijk Nederlands Meteorologisch Instituut,NL-KVK-30276595,Government,Netherlands,1,https://iatiregistry.org/publisher/knmi
Sehat Kahani (Community Innovation Hub),PK-SEC-0105957,Private Sector,Pakistan,1,https://iatiregistry.org/publisher/sehatkahanicih
Mercy Corps Netherlands,NL-KVK-70333564,International NGO,Netherlands,2,https://iatiregistry.org/publisher/mcn
International Indigenous Women Forum,PE-SUNARP-12623829,Foundation,Peru,1,https://iatiregistry.org/publisher/fimi_iiwf_2019
Association Centrafricaine de Traduction de la Bible et Alphabetisation,XI-IATI-ACATBA,National NGO,Central African Republic,2,https://iatiregistry.org/publisher/acatba
University Of Zimbabwe,XI-GRID-grid.13001.33,"Academic, Training and Research",Zimbabwe,2,https://iatiregistry.org/publisher/1-uz
Interpeace,CH-FDJP-CHE109994012,International NGO,Switzerland,2,https://iatiregistry.org/publisher/interpeace
Danish Red Cross,DK-CVR-20700211,National NGO,Denmark,2,https://iatiregistry.org/publisher/danishrc
Palliative Care Association of Malawi,MW-NBM-NGO/L/18/024,National NGO,Malawi,2,https://iatiregistry.org/publisher/pacam
NKHOMA MISSION HOSPITAL,MW-MRA-20123139,National NGO,Malawi,1,https://iatiregistry.org/publisher/nmhiati
David Gordon Memorial Hospital,MW-MRA-20120896,"Academic, Training and Research",Malawi,1,https://iatiregistry.org/publisher/dgmh
Groupe Pivot Santé Population,ML-NIF-082208943A,"Academic, Training and Research",Mali,3,https://iatiregistry.org/publisher/gpsp-org
Plataforma Moçambicana da Água (PLAMA),MZ-NUIT-700179850,National NGO,Mozambique,2,https://iatiregistry.org/publisher/plama
SolarNow Services (U) Ltd,UG-RSB-80010003259159/105066,Private Sector,Uganda,2,https://iatiregistry.org/publisher/solarnowsofa
Zambia Orphans Aid UK,GB-CHC-1145721,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/zoa_uk
International Media Support,dk-cvr-26487013,International NGO,Denmark,2,https://iatiregistry.org/publisher/ims
Village Enterprise,US-EIN-22-2852248,International NGO,United States,2,https://iatiregistry.org/publisher/villageenterprise
We World - GVC Onlus,IT-RI-97241280151,International NGO,Italy,1,https://iatiregistry.org/publisher/ww-gvc
Syria Relief,GB-CHC-1143797,National NGO,United Kingdom,1,https://iatiregistry.org/publisher/sr
Emissa,TR-MOI-27-019-074,National NGO,Turkey,1,https://iatiregistry.org/publisher/emissa
International Center for Not-for-Profit Law,US-EIN-52-1818273,International NGO,United States,1,https://iatiregistry.org/publisher/icnl_org
European Forest Institute,FI-PRO-1993025-9,"Academic, Training and Research",Finland,2,https://iatiregistry.org/publisher/efi
WSP USA Solutions Inc.,US-EIN-13-3622707,Private Sector,United States,2,https://iatiregistry.org/publisher/lbg
OpenNorth,CA-CRA_ACR-805837713,International NGO,Canada,2,https://iatiregistry.org/publisher/opennorth
PlanBørnefonden,DK-CVR-20356731,International NGO,Denmark,1,https://iatiregistry.org/publisher/plb
Edukans Foundation,NL-KVK-32092131,International NGO,Netherlands,1,https://iatiregistry.org/publisher/edukans_foundation
Institute for War & Peace Reporting,GB-CHC-1027201,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/iwpr
Near East Foundation UK (NEF UK),GB-CHC-1150993,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/nef-uk
Medecins du Monde France,FR-INSEE-32101874900127,International NGO,France,3,https://iatiregistry.org/publisher/mdm-fr
Centre for Legal Research and Development,NG-CAC-54522,National NGO,Nigeria,2,https://iatiregistry.org/publisher/clerd-prpi
The Fred Hollows Foundation (UK),GB-CHC-1140288,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/fhfuk
Radio La Benevolencija,NL-KVK-34176587,International NGO,Netherlands,1,https://iatiregistry.org/publisher/rlb
Stichting Liliane Fonds,NL-KVK-41081480,National NGO,Netherlands,1,https://iatiregistry.org/publisher/slf
living peace institute,XI-IATI-LPI,National NGO,Congo (Democratic Republic of the),4,https://iatiregistry.org/publisher/lpi
Heartland Alliance International,US-EIN-30-0739799,International NGO,United States,1,https://iatiregistry.org/publisher/ha-i
Irrawaddy Policy Exchange,JE-FSC-NPO_1108,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/ipe
ACTIONAID INTERNATIONAL KENYA,KE-NCB-OP/218/051/924/84,International NGO,Kenya,2,https://iatiregistry.org/publisher/aaik
Instiglio,US-EIN-45-5015494,International NGO,United States,3,https://iatiregistry.org/publisher/instiglio
Niger Delta Stakeholders Initiative for Community Development and Empowerment,NG-CAC-73022,National NGO,Nigeria,1,https://iatiregistry.org/publisher/ndsicde
Germany - Federal Foreign Office,XM-DAC-5-7,Government,Germany,6,https://iatiregistry.org/publisher/fo_germany
IDinsight,US-EIN-27-4933181,International NGO,United States,2,https://iatiregistry.org/publisher/idinsight
Slovenia - Ministry of Foreign Affairs,XM-DAC-61-2,Government,Slovenia,16,https://iatiregistry.org/publisher/si-mfa
Global Fund to End Modern Slavery,US-EIN-47-3594688,National NGO,United States,2,https://iatiregistry.org/publisher/gfems
"Namati, Inc",US-EIN-45-2796201,International NGO,United States,2,https://iatiregistry.org/publisher/namati_inc
Netherlands Space Office,XI-IATI-NSO,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/nso
VisionFund International,US-EIN-22-3900800,International NGO,United States,2,https://iatiregistry.org/publisher/vfi
Center for International Studies and Cooperation,CA-CRA_ACR-118846575,International NGO,Canada,1,https://iatiregistry.org/publisher/ceci
AgDevCo,GB-COH-07026479,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/agdevco
World Vegetable Center,XM-DAC-47008,International NGO,Taiwan (Province of China),11,https://iatiregistry.org/publisher/worldveg
CDAC Network,GB-CHC-1178168,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/cdacnetwork
Regional Advisory Information and Network Systems,GH-DSW-1103,National NGO,Ghana,2,https://iatiregistry.org/publisher/rains
AFELT,KE-KRA-P051713416W,"Academic, Training and Research",Kenya,2,https://iatiregistry.org/publisher/afelt
Democracy Reporting International gGmbH,DE-CR-RA000217-HRB121747B,International NGO,Germany,2,https://iatiregistry.org/publisher/dri
CARE BENIN/TOGO,BJ-IFU-5201000673108,International NGO,United States,1,https://iatiregistry.org/publisher/carebenintogo
Westminster Foundation for Democracy,GB-COH-02693163,Other Public Sector,United Kingdom,2,https://iatiregistry.org/publisher/wfd
Uganda Martyrs University,UG-RSB-80010000253134/25060,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/umu
Gulu University,XI-GRID-grid.442626.0,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/guluuni
"The University of Dodoma (UDOM), Tanzania",XI-GRID-grid.442459.a,"Academic, Training and Research","Tanzania, United Republic of",2,https://iatiregistry.org/publisher/udom
LIWA programme trust,KE-KRA-P051542095J,"Academic, Training and Research",Kenya,1,https://iatiregistry.org/publisher/liwa-admin
Northern Network for Education Development,GH-DSW-2000,National NGO,Ghana,1,https://iatiregistry.org/publisher/nned
Accountability Lab,US-EIN-45-4613016,National NGO,United States,1,https://iatiregistry.org/publisher/alab
International Food Policy Research Institute,XI-GRID-grid.419346.d,International NGO,United States,2,https://iatiregistry.org/publisher/ifpri
Opportunity International Savings and Loans Ltd,GH-RGD-99389,Private Sector,Ghana,1,https://iatiregistry.org/publisher/oisl_gh
Silsab Foundation,NG-CAC-1260478,National NGO,Nigeria,1,https://iatiregistry.org/publisher/silsab1-_
GEF Secretariat,XI-BRIDGE-6385676864,Multilateral,United States,163,https://iatiregistry.org/publisher/gef
Ashoka East Africa,KE-NCB-21805120080955572,International NGO,Kenya,2,https://iatiregistry.org/publisher/ashoka
World Horse Welfare,GB-CHC-206658,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/whw2019
IMA World Health,US-EIN-522112460,International NGO,United States,2,https://iatiregistry.org/publisher/us-imawh
Centre International de Développement et de Recherche,FR-RCS-78049888700022,International NGO,France,1,https://iatiregistry.org/publisher/cidr
Zoological Society of London,GB-COH-RC000749,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/zsl
OECD,XM-DAC-47080,Multilateral,France,4,https://iatiregistry.org/publisher/oecd
SouthSouthNorth,ZA-NPO-048-364,International NGO,South Africa,2,https://iatiregistry.org/publisher/ssn
Humanitarian Quality Assurance Initiative,CH-FDJP-258577051,International NGO,Switzerland,1,https://iatiregistry.org/publisher/hqai
HM Treasury,GB-GOV-2,Government,United Kingdom,1,https://iatiregistry.org/publisher/hmtfitb
Coalition for Epidemic Preparedness Innovations,NO-BRC-917687811,International NGO,Norway,1,https://iatiregistry.org/publisher/cepi
Department for International Trade,GB-GOV-15,Government,United Kingdom,2,https://iatiregistry.org/publisher/dit
Children in Crossfire,GB-NIC-101412,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/cicni
Jordan River Foundation,XM-OCHA-HPC3664,National NGO,Jordan,1,https://iatiregistry.org/publisher/jrf
King Salman Humanitarian Aid and Relief Centre,XM-OCHA-HPC6770,Government,Saudi Arabia,69,https://iatiregistry.org/publisher/ksrelief291
IMD Moçambique,MZ-MOJ-100717344,National NGO,Mozambique,1,https://iatiregistry.org/publisher/imdmozambique
Transform Africa,GB-CHC-1081769,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/transafrica19
Fondation Hirondelle,CH-FDJP-CHE109947366,International NGO,Switzerland,1,https://iatiregistry.org/publisher/fh_ch
One Young World,GB-CHC-1147298,National NGO,United Kingdom,2,https://iatiregistry.org/publisher/oyw
London School of Hygiene and Tropical Medicine,GB-EDU-133903,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lshtm
"UK - Department for Digital, Culture, Media and Sport",GB-GOV-12,Government,United Kingdom,2,https://iatiregistry.org/publisher/dcms
Village Water Ltd,GB-CHC-1117377,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/villagewater
Action Contre la Faim,FR-RCS-31899089200065,International NGO,France,3,https://iatiregistry.org/publisher/acf-fr
Action Canada for Sexual Health and Rights,CA-CRA_ACR-107848319,International NGO,Canada,2,https://iatiregistry.org/publisher/acfshr
CARE Nepal,NP-IRD-302274734,International NGO,Nepal,2,https://iatiregistry.org/publisher/cnepal
World Education Inc.,US-EIN-13-1804349,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/wei
Tameer-e-Khalaq Foundation,PK-VSWA-32-2004,National NGO,Pakistan,1,https://iatiregistry.org/publisher/tkf1234
"Adventist Development and Relief Agency, Nepal",NP-IRD-302113730,International NGO,Nepal,3,https://iatiregistry.org/publisher/adra_nepal
Cesvi,IT-CF-95008730160,International NGO,Italy,1,https://iatiregistry.org/publisher/cesvi
Minority Rights Group,GB-CHC-282305,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/mrg
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,PE-SUNARP-11744379,Regional NGO,Peru,2,https://iatiregistry.org/publisher/promsex
CARE international foundation Switzerland in Sudan,XM-OCHA-HPC8568,International NGO,Sudan,2,https://iatiregistry.org/publisher/cis
Health Development Initiative,RW-RGB-77-RGB-NGO-2013,National NGO,Rwanda,1,https://iatiregistry.org/publisher/hdi
Kenya Private Sector Alliance,KE-RCO-105217,Private Sector,Kenya,2,https://iatiregistry.org/publisher/kepsa
KITUO CHA SHERIA,KE-KRA-P051098561L,National NGO,Kenya,2,https://iatiregistry.org/publisher/kituo
Syrian Center for Media and Freedom of Expression,FR-RCS-83764263600018,National NGO,France,2,https://iatiregistry.org/publisher/scm
Nonviolent Peaceforce South Sudan,SS-RRC-004,International NGO,South Sudan,3,https://iatiregistry.org/publisher/npss
Twynstra Gudde,NL-KVK-31047672,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/twynstragudde
Institute for Policy Research and Advocacy (ELSAM),ID-KHH-AHU17AH0107,National NGO,Indonesia,2,https://iatiregistry.org/publisher/elsam
London School of Economics and Political Science,GB-COH-00070527,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lse
"Conflict, Stability and Security Fund",GB-GOV-52,Government,United Kingdom,2,https://iatiregistry.org/publisher/cssf
Cross-Government Prosperity Fund,GB-GOV-50,Government,United Kingdom,2,https://iatiregistry.org/publisher/prosperityfund
Royal Commonwealth Ex-Sevices League,GB-CHC-1174874,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/rcel
Drugs for Neglected Diseases initiative,CH-FDJP-CHE110141200,"Academic, Training and Research",Switzerland,2,https://iatiregistry.org/publisher/dndi_transparency
Greater Virunga Transboundary Collaboration,RW-RRA-103197639,Government,Rwanda,1,https://iatiregistry.org/publisher/gvtc
South Asian Women Development Forum,NP-SWC-37725,"Academic, Training and Research",(No country assigned),1,https://iatiregistry.org/publisher/sawdf-admin
Accelerator Nepal,NP-SWC-46024,National NGO,Nepal,1,https://iatiregistry.org/publisher/acceleratornepal
Nutrition International,CA-CRA_ACR-869974816,International NGO,Canada,1,https://iatiregistry.org/publisher/nutritionintl
Centre for Humanitarian Dialogue (HD Centre),CH-FDJP-CHE-105181636,Foundation,Switzerland,2,https://iatiregistry.org/publisher/hdcentre
International Aids Vaccine Initiative (IAVI),US-EIN-13-3870223,International NGO,United States,2,https://iatiregistry.org/publisher/iavi
Partnership for African Social & Governance Research (PASGR),KE-RCO-CPR/2011/63463,"Academic, Training and Research",Kenya,1,https://iatiregistry.org/publisher/pasgr
Resilience,NL-KVK-09181221,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/resilience
Maastricht School of Management,NL-KVK-41145371,Foundation,Netherlands,2,https://iatiregistry.org/publisher/msm-ipd
Carbon Trust Advisory Ltd,GB-COH-06274284,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/carbontrustadvisory
Okapi Consulting,ZA-CIP-2005-028883-23,International NGO,South Africa,1,https://iatiregistry.org/publisher/okapiconsulting
Health Insurance Fund,NL-KVK-34234456,International NGO,Netherlands,2,https://iatiregistry.org/publisher/hif
Montrose International LLP,GB-COH-OC350651,"Academic, Training and Research",(No country assigned),1,https://iatiregistry.org/publisher/montrose_llp
Chance for Childhood,GB-CHC-1013587,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/chanceforchildhood
PRI Association,GB-COH-7207947,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/pri_icf
INTOSAI Development Initiative,NO-BRC-980997278,International NGO,Norway,2,https://iatiregistry.org/publisher/idi
Jordan Open Source Association,JO-MSD-2011101100001,National NGO,Jordan,2,https://iatiregistry.org/publisher/josa
Impunity Watch,NL-KVK-30238214,International NGO,Netherlands,1,https://iatiregistry.org/publisher/iw_admin
Neem Foundation,NG-CAC-83813,National NGO,Nigeria,1,https://iatiregistry.org/publisher/neem
iDE,US-EIN-23-2220051,International NGO,United States,2,https://iatiregistry.org/publisher/ide
Triangle Génération Humanitaire,FR-RCS-40885667200030,International NGO,France,1,https://iatiregistry.org/publisher/tgh
Land Equity International,AU-ABN-42097054165,Private Sector,Australia,2,https://iatiregistry.org/publisher/lei
Results for Development,US-EIN-20-8530747,International NGO,United States,2,https://iatiregistry.org/publisher/r4d
Spanish Agency for International Development Cooperation (AECID),ES-DIR3-EA0035768,Government,Spain,93,https://iatiregistry.org/publisher/aecid
ActionAid Ghana,GH-DSW-3064,National NGO,Ghana,2,https://iatiregistry.org/publisher/aag
Centre for Environment Human Rights and Development,NG-CAC-19258,International NGO,Nigeria,1,https://iatiregistry.org/publisher/cehrd1
World Benchmarking Alliance Foundation,NL-KVK-53744993,Foundation,Netherlands,2,https://iatiregistry.org/publisher/wba
transforma,CO-CCB-S0052181,National NGO,Colombia,1,https://iatiregistry.org/publisher/transforma
Yamaan Foundation for Health and Social Development,YE-MSAL-80/295,National NGO,Yemen,2,https://iatiregistry.org/publisher/yffhsd
ClientEarth,GB-COH-02863827,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/clientearth-1
Terre des hommes- Aide à l'enfance dans le monde- Fondation,CH-FDJP-CHE106823242,International NGO,Switzerland,2,https://iatiregistry.org/publisher/tdh_foundation
University of Dundee,GB-SC-015096,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uodcepmlp
Young Africa International HUB,ZW-ROD-MA0000405/2015,International NGO,Zimbabwe,1,https://iatiregistry.org/publisher/yai-hub
International Potato Center,XM-DAC-47021,Multilateral,Peru,2,https://iatiregistry.org/publisher/cip
Triggerise Ethiopia,ET-CSA-3994,International NGO,Ethiopia,1,https://iatiregistry.org/publisher/trig
ActionAid Bangladesh,BD-NAB-0210,International NGO,Bangladesh,2,https://iatiregistry.org/publisher/aab
Shift Project Ltd.,US-EIN-45-2779314,International NGO,United States,2,https://iatiregistry.org/publisher/shiftproject
Kenya National Commission on Human Rights,KE-KRA-P051155108P,Government,Kenya,1,https://iatiregistry.org/publisher/knchr
World Jewish Relief,GB-CHC-290767,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/wjr_001
DKT Ethiopia,ET-CSA-0062,International NGO,Ethiopia,2,https://iatiregistry.org/publisher/dkt_ethiopia
Unie van Waterschappen,NL-KVK-40407706,Other Public Sector,Netherlands,1,https://iatiregistry.org/publisher/uvw
Mercy Ships UK Limited,GB-COH-03147724,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/msuk
Rainforest Action Network,US-EIN-94-3045180,International NGO,United States,2,https://iatiregistry.org/publisher/ran
University of Kinshasa,XI-GRID-grid.9783.5,"Academic, Training and Research",Congo (Democratic Republic of the),1,https://iatiregistry.org/publisher/dspd_unikin
kidasha,GB-CHC-1106156,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/kidasha
World Vision Germany,DE-CR-RA000209-VR1207,International NGO,Germany,2,https://iatiregistry.org/publisher/wv_de
World Vision Ethiopia,ET-CSA-0784,International NGO,Ethiopia,2,https://iatiregistry.org/publisher/wv_et_activities
Doctors with Africa CUAMM,IT-CF-00677540288,International NGO,Italy,2,https://iatiregistry.org/publisher/cuamm
Ground Truth Solutions,AT-UID-U74408937,International NGO,Austria,2,https://iatiregistry.org/publisher/ground-truth-solutions
African Tax Administration Forum,XI-BRIDGE-3665722432,International NGO,South Africa,1,https://iatiregistry.org/publisher/ataf
Peace Direct,GB-CHC-1123241,International NGO,(No country assigned),1,https://iatiregistry.org/publisher/peacedirect
University of Dar es Salaam,XI-GRID-grid.8193.3,"Academic, Training and Research","Tanzania, United Republic of",1,https://iatiregistry.org/publisher/udsm-cbs
Small Arms Survey,XM-DAC-30009,"Academic, Training and Research",Switzerland,1,https://iatiregistry.org/publisher/sas_sana
Family Guidance Association of Ethiopia,ET-CSA-0475,National NGO,Ethiopia,2,https://iatiregistry.org/publisher/fgae_ethiopia
Ministry of Foreign Affairs - United Arab Emirates (UAE),XM-DAC-576,Government,United Arab Emirates,1,https://iatiregistry.org/publisher/mofaic_uae
Population Services Kenya,KE-NCB-2180511304359047,National NGO,Kenya,1,https://iatiregistry.org/publisher/pskenya_19
Faith to Action Network,KE-NCB-2180511403539790,International NGO,Kenya,2,https://iatiregistry.org/publisher/f2a
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,UG-NGO-3329,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/aipr
Healthright International-Kenya,KE-NCB-218051200501953650,National NGO,Kenya,1,https://iatiregistry.org/publisher/hri
Carbon Trust (Beijing) Consulting Limited,CN-SAIC-9111010506489375XP,Private Sector,China,1,https://iatiregistry.org/publisher/ctbeijing
Restart Center,LB-MOI-6491,National NGO,Lebanon,1,https://iatiregistry.org/publisher/restartcenter
Business in the Community,GB-CHC-297716,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/bitc
Balloon Ventures Foundation,GB-CHC-1141552,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/bvf
African Parks Network,ZA-CIP-2007-0308903-08,International NGO,South Africa,1,https://iatiregistry.org/publisher/african_parks
The Institute for Strategic Dialogue,GB-COH-06581421,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/isdglobal
Near East Foundation Mali (NEF Mali),ML-NIF-055000335T,International NGO,Mali,2,https://iatiregistry.org/publisher/nef_mali
Women Engage for a Common Future,NL-KVK-41186799,International NGO,Netherlands,1,https://iatiregistry.org/publisher/wecf
International Crisis Group,US-EIN-52-5170039,International NGO,Belgium,2,https://iatiregistry.org/publisher/crisisgroup
Bibliothèques Sans Frontières,FR-RCS-49962201700014,International NGO,France,2,https://iatiregistry.org/publisher/bsf1
Stockholm International Water Institute,SE-ON-802425-8702,International NGO,Sweden,2,https://iatiregistry.org/publisher/siwi
Nature and Development Foundation,GH-RGD-CG077262013,National NGO,Ghana,2,https://iatiregistry.org/publisher/ndf_fgm
"Centre for Injury Prevention and Research, Bangladesh (CIPRB)",BD-NAB-2004,National NGO,Bangladesh,1,https://iatiregistry.org/publisher/ciprb
The Mailman School of Public Health,XI-BRIDGE-1812689272,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/mailman_school_of_public_health
Boston University,US-EIN-04-2103547,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/bu-carbx-admin
Rene Moawad Foundation,LB-MOI-110,National NGO,Lebanon,1,https://iatiregistry.org/publisher/rmf-lb
Accountable Now,GB-CHC-1173827,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/accountablenow
Larive International,NL-KVK-30157019,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/larive
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),NG-CAC-57289,National NGO,Nigeria,1,https://iatiregistry.org/publisher/nacgond-
Handicap International Federation,FR-RCS-519655997,International NGO,France,2,https://iatiregistry.org/publisher/hi_fed
Luminate Foundation Inc.,US-EIN-82-3941326,Foundation,United States,1,https://iatiregistry.org/publisher/luminate
Alliance for a Green Revolution for Africa,US-EIN-98-0513530,International NGO,United States,2,https://iatiregistry.org/publisher/agra
Behavioural Insights Team,GB-COH-08567792,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/bit
Nepal Netra Jyoti Sangh,NP-SWC-24,National NGO,Nepal,2,https://iatiregistry.org/publisher/nnjs_nepal
